Title;Rating;Genre;Year;Director;Image
Old;6.39;Thriller;2021;M. Night Shyamalan;images\631843.jpg
Ambulance;6.709;Thriller;2022;Michael Bay;images\763285.jpg
Valerian and the City of a Thousand Planets;6.625;Adventure;2017;Luc Besson;images\339964.jpg
Private Number 91-Karlsson;4.5;Comedy;1946;Hugo Bolander;images\146451.jpg
Blacklight;6.231;Action;2022;Mark Williams;images\823625.jpg
Rush Hour 3;6.435;Action;2007;Brett Ratner;images\5174.jpg
The Flesh;5.4;Drama;1991;Marco Ferreri;images\72808.jpg
Ice Age: The Meltdown;6.689;Animation;2006;Carlos Saldanha;images\950.jpg
Scooby-Doo;6.052;Mystery;2002;Raja Gosnell;images\9637.jpg
American Pie;6.6;Comedy;1999;Paul Weitz;images\2105.jpg
Blended;6.867;Comedy;2014;Frank Coraci;images\232672.jpg
No More Bets;7.5;Drama;2023;Shen Ao;images\1121612.jpg
Female War: A Nasty Deal;3.769;Drama;2015;No Zin-soo;images\399905.jpg
Lang Lang Plays Disney;5.4;Music;2023;Liz Clare;images\1143710.jpg
The Birds;7.52;Horror;1963;Alfred Hitchcock;images\571.jpg
Asterix & Obelix: The Middle Kingdom;4.8;Family;2023;Guillaume Canet;images\643215.jpg
Terminator: Dark Fate;6.457;Science Fiction;2019;Tim Miller;images\290859.jpg
High School Lynching;3.0;Crime;1975;Isao Hayashi;images\235331.jpg
The Upside;7.145;Comedy;2019;Neil Burger;images\440472.jpg
The Gentlemen;7.677;Comedy;2020;Guy Ritchie;images\522627.jpg
13 Exorcisms;6.063;Drama;2022;Jacobo Martínez;images\1026563.jpg
On the Line;6.158;Thriller;2022;Romuald Boulanger;images\979924.jpg
Angel Has Fallen;6.568;Action;2019;Ric Roman Waugh;images\423204.jpg
Sugar en aprietos;1.0;Comedy;2022;Jose Salina;images\1034186.jpg
Jack Reacher;6.607;Crime;2012;Christopher McQuarrie;images\75780.jpg
Hotel Transylvania;6.956;Animation;2012;Genndy Tartakovsky;images\76492.jpg
Pearl;7.3;Drama;2022;Ti West;images\949423.jpg
The Three Musketeers;5.578;Action;2023;Bill Thomas;images\1073140.jpg
Two Witches;6.215;Horror;2023;Pierre Tsigaridis;images\785759.jpg
Marcel the Shell with Shoes On;7.732;Animation;2022;Dean Fleischer Camp;images\869626.jpg
Cassandro;6.0;Drama;2023;Roger Ross Williams;images\729120.jpg
Undisputed III: Redemption;7.572;Action;2010;Isaac Florentine;images\38234.jpg
The Matrix Revolutions;6.709;Adventure;2003;Lilly Wachowski;images\605.jpg
Piggy;6.706;Horror;2022;Carlota Pereda;images\848058.jpg
Liao Zhai - Home for the Intimate Ghosts;6.75;Fantasy;1991;Lam Yee Hung;images\298191.jpg
Indiana Jones and the Temple of Doom;7.293;Adventure;1984;Steven Spielberg;images\87.jpg
Ralph Breaks the Internet;7.207;Family;2018;Rich Moore;images\404368.jpg
Rise of the Teenage Mutant Ninja Turtles: The Movie;7.257;Animation;2022;Andy Suriano;images\765172.jpg
A Weekend to Forget;0.0;Unknown;2023;Damola Ademola;images\1174928.jpg
Schoolmistress 4;0.0;Romance;2021;Choi Sung-eun;images\877221.jpg
Olympus Has Fallen;6.393;Action;2013;Antoine Fuqua;images\117263.jpg
Scary Movie 3;5.974;Comedy;2003;David Zucker;images\4256.jpg
Lyle, Lyle, Crocodile;7.2;Comedy;2022;Josh Gordon;images\830784.jpg
Jack Reacher: Never Go Back;5.945;Action;2016;Edward Zwick;images\343611.jpg
Catch Me If You Can;7.97;Drama;2002;Steven Spielberg;images\640.jpg
Pitch Perfect 2;6.864;Comedy;2015;Elizabeth Banks;images\254470.jpg
The Happening;5.381;Thriller;2008;M. Night Shyamalan;images\8645.jpg
Assassin Club;6.168;Action;2023;Camille Delamarre;images\876969.jpg
Sex and Zen;5.855;Drama;1991;Michael Mak;images\45491.jpg
Superman;7.117;Science Fiction;1978;Richard Donner;images\1924.jpg
Angel Heart;4.75;Drama;1995;Chu Yen-ping;images\62568.jpg
Salon Kitty;5.6;Drama;1976;Tinto Brass;images\40394.jpg
Snake Eyes: G.I. Joe Origins;6.541;Action;2021;Robert Schwentke;images\568620.jpg
Just Go with It;6.675;Comedy;2011;Dennis Dugan;images\50546.jpg
Fullmetal Alchemist: The Final Alchemy;6.319;Action;2022;Fumihiko Sori;images\960704.jpg
Fantastic Four;4.414;Action;2015;Stephen E. Rivkin;images\166424.jpg
Younger Sister Monica;5.0;Drama;2021;Unknown;images\878703.jpg
Déjà Vu;6.843;Action;2006;Tony Scott;images\7551.jpg
The Interview;6.185;Action;2014;Seth Rogen;images\228967.jpg
Murder on the Orient Express;6.706;Mystery;2017;Kenneth Branagh;images\392044.jpg
Maestro(s);5.7;Drama;2022;Bruno Chiche;images\960275.jpg
Emanuelle and the White Slave Trade;4.621;Drama;1978;Joe D'Amato;images\40132.jpg
Wish Dragon;7.966;Animation;2021;Chris Appelhans;images\550205.jpg
Cars;6.936;Animation;2006;John Lasseter;images\920.jpg
Gifted;8.045;Drama;2017;Marc Webb;images\400928.jpg
The Great Wall;6.005;Action;2016;Zhang Yimou;images\311324.jpg
A Trip to Infinity;7.2;Documentary;2022;Drew Takahashi;images\1005031.jpg
The Gangster, the Cop, the Devil;7.749;Crime;2019;Lee Won-tae;images\581528.jpg
Madame Bamboo;3.5;Drama;1991;Li Han-Hsiang;images\313846.jpg
Spy Kids 2: The Island of Lost Dreams;5.588;Action;2002;Robert Rodriguez;images\9488.jpg
Rush Hour 2;6.711;Action;2001;Brett Ratner;images\5175.jpg
The Killer;7.866;Action;2022;Choi Jae-hoon;images\938008.jpg
Rise of the Footsoldier: Vengeance;6.0;Action;2023;Nick Nevern;images\1034065.jpg
Lola's Secret;8.017;Drama;1984;Bruno Gaburro;images\329505.jpg
Rio 2;6.5;Animation;2014;Carlos Saldanha;images\172385.jpg
The Adam Project;7.054;Adventure;2022;Shawn Levy;images\696806.jpg
Sleeping Beauty;6.943;Fantasy;1959;Clyde Geronimi;images\10882.jpg
The Croods;6.912;Animation;2013;Chris Sanders;images\49519.jpg
Elvis;7.595;Drama;2022;Baz Luhrmann;images\614934.jpg
Kong: Skull Island;6.514;Action;2017;Jordan Vogt-Roberts;images\293167.jpg
Chip 'n Dale: Rescue Rangers;7.015;Animation;2022;Akiva Schaffer;images\420821.jpg
It Follows;6.561;Horror;2014;David Robert Mitchell;images\270303.jpg
A Perfect Ending;6.2;Drama;2012;Nicole Conn;images\107257.jpg
Grease;7.394;Romance;1978;Randal Kleiser;images\621.jpg
Cinderella II: Dreams Come True;6.097;Family;2002;John Kafka;images\14128.jpg
How Funny Can Sex Be?;5.8;Comedy;1973;Dino Risi;images\180719.jpg
Spy Kids;5.782;Action;2001;Robert Rodriguez;images\10054.jpg
Kingsman: The Secret Service;7.636;Crime;2014;Matthew Vaughn;images\207703.jpg
NUREOCHITA DOJO;0.0;Unknown;2019;Unknown;images\859882.jpg
The Intouchables;8.277;Drama;2011;Éric Toledano;images\77338.jpg
Ice Age: Collision Course;6.073;Adventure;2016;Mike Thurmeier;images\278154.jpg
Apocalypse Now;8.282;Drama;1979;Francis Ford Coppola;images\28.jpg
Jack the Giant Slayer;5.819;Fantasy;2013;Bryan Singer;images\81005.jpg
Rambo III;6.17;Action;1988;Peter MacDonald;images\1370.jpg
Zodiac;7.518;Crime;2007;David Fincher;images\1949.jpg
Megalodon;5.6;Action;2018;James Thomas;images\523931.jpg
Adultery Alumni Association;7.1;Drama;2018;Jo Tae-ho;images\504903.jpg
Never Back Down: No Surrender;7.0;Drama;2016;Michael Jai White;images\391757.jpg
Barbie as The Princess & the Pauper;7.494;Animation;2004;William Lau;images\15165.jpg
Insidious: Chapter 3;6.298;Horror;2015;Leigh Whannell;images\280092.jpg
Nocebo;6.1;Mystery;2022;Lorcan Finnegan;images\782936.jpg
Don't Blame Karma!;7.0;Romance;2022;Elisa Miller;images\648743.jpg
Pretty Woman;7.4;Comedy;1990;Garry Marshall;images\114.jpg
Blade Runner;7.93;Science Fiction;1982;Ridley Scott;images\78.jpg
Chupa;6.5;Adventure;2023;Jonás Cuarón;images\736790.jpg
Constantine;7.063;Fantasy;2005;Francis Lawrence;images\561.jpg
The Marksman;6.915;Action;2021;Robert Lorenz;images\634528.jpg
Captain Marvel;6.845;Action;2019;Ryan Fleck;images\299537.jpg
A Walk Among the Tombstones;6.318;Crime;2014;Scott Frank;images\169917.jpg
Dinosaur;6.521;Family;2000;Ralph Zondag;images\10567.jpg
Registros Fatais 3: Apocalypse;2.0;Horror;2012;Lázaro Hahn;images\800597.jpg
Predators;6.2;Science Fiction;2010;Nimród Antal;images\34851.jpg
Frivolous Lola;4.952;Comedy;1998;Tinto Brass;images\50124.jpg
Finch;7.943;Science Fiction;2021;Miguel Sapochnik;images\522402.jpg
Monster House;6.668;Animation;2006;Gil Kenan;images\9297.jpg
The Infernal Machine;6.448;Thriller;2022;Andrew Hunt;images\916605.jpg
Wrong Turn 5: Bloodlines;5.381;Horror;2012;Declan O'Brien;images\125509.jpg
Dumb Money;6.938;Comedy;2023;Craig Gillespie;images\792293.jpg
The Thing;8.044;Horror;1982;John Carpenter;images\1091.jpg
Scary Movie 4;5.478;Comedy;2006;David Zucker;images\4257.jpg
Lucy;6.44;Action;2014;Luc Besson;images\240832.jpg
Alvin and the Chipmunks;5.808;Comedy;2007;Tim Hill;images\6477.jpg
Sanctuary;6.141;Thriller;2023;Zachary Wigon;images\870518.jpg
The Great Indian Family;0.0;Comedy;2023;Vijay Krishna Acharya;images\984092.jpg
Blackhat;5.473;Crime;2015;Michael Mann;images\201088.jpg
The Shining;8.218;Horror;1980;Stanley Kubrick;images\694.jpg
Dragon Ball Z: Cooler's Revenge;6.913;Action;1991;Mitsuo Hashimoto;images\24752.jpg
The Jack in the Box: Awakening;6.366;Horror;2022;Lawrence Fowler;images\801071.jpg
Hawaiian Vacation;7.006;Animation;2011;Gary Rydstrom;images\77887.jpg
I Spit on Your Grave;6.5;Thriller;2010;Steven R. Monroe;images\43947.jpg
Rocky;7.787;Drama;1976;John G. Avildsen;images\1366.jpg
Last Seen Alive;6.515;Action;2022;Brian Goodman;images\961484.jpg
Hercules;5.759;Action;2014;Brett Ratner;images\184315.jpg
Patikim-tikim;9.0;Comedy;2023;Jose Javier Reyes;images\1164061.jpg
Ex Machina;7.572;Drama;2015;Alex Garland;images\264660.jpg
Ava;5.792;Action;2020;Tate Taylor;images\539885.jpg
Goldfinger;7.345;Adventure;1964;Guy Hamilton;images\658.jpg
Don't Worry Darling;6.818;Thriller;2022;Olivia Wilde;images\619730.jpg
Teenage Mutant Ninja Turtles: Out of the Shadows;6.006;Action;2016;Dave Green;images\308531.jpg
Insta Gay;1.0;Unknown;2023;Simon Paluck;images\1082314.jpg
Spartacus;7.551;History;1960;Stanley Kubrick;images\967.jpg
Saw;6.999;Crime;2003;James Wan;images\246355.jpg
Kung Fu Panda 3;6.878;Action;2016;Jennifer Yuh Nelson;images\140300.jpg
The Matrix Reloaded;7.039;Adventure;2003;Lilly Wachowski;images\604.jpg
Princess Mononoke;8.338;Adventure;1997;Hayao Miyazaki;images\128.jpg
Castle in the Sky;7.961;Adventure;1986;Hayao Miyazaki;images\10515.jpg
The Fallout;7.684;Drama;2021;Megan Park;images\795514.jpg
Thir13en Ghosts;6.21;Horror;2001;Steve Beck;images\9378.jpg
Sicario;7.391;Action;2015;Denis Villeneuve;images\273481.jpg
Bound by Honor;8.114;Crime;1993;Taylor Hackford;images\9702.jpg
Groot's First Steps;7.018;Animation;2022;Kirsten Lepore;images\1010818.jpg
Ponyo;7.74;Animation;2008;Hayao Miyazaki;images\12429.jpg
Prisoners;8.091;Drama;2013;Denis Villeneuve;images\146233.jpg
Drive;7.571;Drama;2011;Nicolas Winding Refn;images\64690.jpg
Shooter;7.096;Action;2007;Antoine Fuqua;images\7485.jpg
The Pyramid;5.254;Horror;2014;Grégory Levasseur;images\282813.jpg
The Black Book;8.2;Mystery;2023;Editi Effiong;images\1172009.jpg
Taxi Driver;8.154;Crime;1976;Martin Scorsese;images\103.jpg
John Carter;6.294;Action;2012;Andrew Stanton;images\49529.jpg
A Dog's Journey;8.036;Family;2019;Gail Mancuso;images\522518.jpg
Tomorrowland;6.256;Adventure;2015;Brad Bird;images\158852.jpg
Double Rope Torture;2.0;Unknown;1985;Ikuo Sekimoto;images\185698.jpg
Addams Family Values;6.948;Comedy;1993;Barry Sonnenfeld;images\2758.jpg
G.I. Joe: The Rise of Cobra;5.761;Adventure;2009;Stephen Sommers;images\14869.jpg
V/H/S/85;0.0;Horror;2023;Scott Derrickson;images\1032948.jpg
The Boy in the Striped Pyjamas;7.849;War;2008;Mark Herman;images\14574.jpg
Batman Returns;6.908;Action;1992;Tim Burton;images\364.jpg
Morning Moon Is Cruel;0.0;Drama;1981;Masanori Watanabe;images\585534.jpg
An Affair: My Sister-in-law's Love;6.0;Drama;2018;Choi Min-II;images\554776.jpg
2001: A Space Odyssey;8.076;Science Fiction;1968;Stanley Kubrick;images\62.jpg
Knowing;6.181;Action;2009;Alex Proyas;images\13811.jpg
Blood Diamond;7.529;Drama;2006;Edward Zwick;images\1372.jpg
Zombieland: Double Tap;6.956;Comedy;2019;Ruben Fleischer;images\338967.jpg
Law Abiding Citizen;7.373;Drama;2009;F. Gary Gray;images\22803.jpg
Road to Ninja: Naruto the Movie;7.592;Animation;2012;Hayato Date;images\118406.jpg
Need for Speed;6.388;Action;2014;Scott Waugh;images\136797.jpg
Final Destination;6.58;Horror;2000;James Wong;images\9532.jpg
Lady and the Tramp;7.102;Family;1955;Hamilton Luske;images\10340.jpg
Palan;0.0;Drama;2023;Kaushik Ganguly;images\945612.jpg
Swapping: Perfect Neighbor;4.7;Romance;2019;Kim Bu-gon;images\698438.jpg
King Richard;7.719;Drama;2021;Reinaldo Marcus Green;images\614917.jpg
Scouts Guide to the Zombie Apocalypse;6.51;Comedy;2015;Christopher Landon;images\273477.jpg
Angel Guts: Red Porno;5.3;Drama;1981;Toshiharu Ikeda;images\106758.jpg
Miraculous World: New York, United HeroeZ;8.165;Animation;2020;Thomas Astruc;images\755812.jpg
Naruto Shippuden the Movie: Blood Prison;7.313;Thriller;2011;Masahiko Murata;images\75624.jpg
Mission: Impossible III;6.723;Adventure;2006;J.J. Abrams;images\956.jpg
12 Angry Men;8.539;Drama;1957;Sidney Lumet;images\389.jpg
Hotel Desire;6.036;Drama;2011;Sergej Moya;images\82023.jpg
Showgirls;5.524;Drama;1995;Paul Verhoeven;images\10802.jpg
Gone with the Wind;8.0;Drama;1939;Victor Fleming;images\770.jpg
Edward Scissorhands;7.715;Fantasy;1990;Tim Burton;images\162.jpg
Hocus Pocus;7.056;Fantasy;1993;Kenny Ortega;images\10439.jpg
V for Vendetta;7.897;Action;2006;James McTeigue;images\752.jpg
Battle: Los Angeles;5.732;Science Fiction;2011;Jonathan Liebesman;images\44943.jpg
Shaolin Soccer;7.075;Action;2001;Stephen Chow;images\11770.jpg
Triangle of Sadness;7.123;Comedy;2022;Ruben Östlund;images\497828.jpg
Hereditary;7.275;Horror;2018;Ari Aster;images\493922.jpg
I Spit on Your Grave III: Vengeance Is Mine;5.747;Horror;2015;R.D. Braunstein;images\357096.jpg
War for the Planet of the Apes;7.16;Drama;2017;Matt Reeves;images\281338.jpg
Shaun of the Dead;7.539;Horror;2004;Edgar Wright;images\747.jpg
Anna;6.7;Thriller;2019;Luc Besson;images\484641.jpg
Memories of Murder;8.066;Crime;2003;Bong Joon-ho;images\11423.jpg
Dragon Ball Z: Bojack Unbound;7.088;Action;1993;Yoshihiro Ueda;images\39105.jpg
Palmer;8.158;Drama;2021;Fisher Stevens;images\458220.jpg
Le Plaisir;7.732;Drama;1952;Max Ophüls;images\43360.jpg
Knives Out;7.846;Comedy;2019;Rian Johnson;images\546554.jpg
(500) Days of Summer;7.271;Comedy;2009;Marc Webb;images\19913.jpg
The Lion King 1½;6.58;Family;2004;Bradley Raymond;images\11430.jpg
Confessions of a Frustrated Housewife;6.3;Drama;1976;Andrea Bianchi;images\271045.jpg
Groot Takes a Bath;7.123;Animation;2022;Kirsten Lepore;images\1010821.jpg
Lionheart;6.52;Action;1990;Sheldon Lettich;images\9399.jpg
Ocean's Eight;6.986;Crime;2018;Gary Ross;images\402900.jpg
What Happened to Monday;7.171;Science Fiction;2017;Tommy Wirkola;images\406990.jpg
Gods of Egypt;5.63;Action;2016;Alex Proyas;images\205584.jpg
Geostorm;6.106;Action;2017;Dean Devlin;images\274855.jpg
El Infierno;7.867;Drama;2010;Luis Estrada;images\52629.jpg
Emmanuelle: Queen of Sados;5.561;Crime;1980;Ilias Mylonakos;images\40108.jpg
Resistance;7.016;War;2020;Jonathan Jakubowicz;images\491926.jpg
Texas Chainsaw Massacre;5.207;Horror;2022;David Blue Garcia;images\632727.jpg
Fear the Invisible Man;7.283;Thriller;2023;Paul Dudbridge;images\1131438.jpg
First Blood;7.476;Action;1982;Ted Kotcheff;images\1368.jpg
Crazy, Stupid, Love.;7.258;Comedy;2011;Glenn Ficarra;images\50646.jpg
Blade of the 47 Ronin;6.6;Fantasy;2022;Ron Yuan;images\732459.jpg
Warriors of Future;7.207;Drama;2022;Ng Yuen-fai;images\518896.jpg
Hotel Transylvania 3: Summer Vacation;6.898;Animation;2018;Genndy Tartakovsky;images\400155.jpg
Damage;6.593;Drama;1992;Louis Malle;images\11012.jpg
Pitch Perfect;7.3;Comedy;2012;Jason Moore;images\114150.jpg
The Pianist;8.382;Drama;2002;Roman Polanski;images\423.jpg
Puss in Boots;6.535;Animation;2011;Chris Miller;images\417859.jpg
Donnie Darko;7.783;Fantasy;2001;Richard Kelly;images\141.jpg
Final Destination 5;6.092;Horror;2011;Steven Quale;images\55779.jpg
Rurouni Kenshin: The Beginning;7.634;Action;2021;Keishi Otomo;images\672322.jpg
Love Affair;5.844;Drama;2014;Kim Jung-hwan;images\302945.jpg
Rocky IV;7.075;Drama;1985;Sylvester Stallone;images\1374.jpg
99 Moons;4.917;Drama;2023;Jan Gassmann;images\964819.jpg
The Bear;7.0;Adventure;1988;Jean-Jacques Annaud;images\2383.jpg
American Reunion;6.3;Comedy;2012;Jon Hurwitz;images\71552.jpg
Kelce;7.5;Documentary;2023;Don Argott;images\1169207.jpg
Friday the 13th;6.392;Horror;1980;Sean S. Cunningham;images\4488.jpg
Mom's Friend 4;6.0;Romance;2018;Chae Jun-woo;images\700199.jpg
Bula;0.0;Thriller;2023;Bobby Bonifacio;images\1014840.jpg
Wrong Turn;6.346;Horror;2003;Rob Schmidt;images\9902.jpg
Dolittle;6.639;Family;2020;Stephen Gaghan;images\448119.jpg
The Witch;6.926;Drama;2015;Robert Eggers;images\310131.jpg
The Crime Is Mine;6.6;Comedy;2023;François Ozon;images\977506.jpg
We Can Be Heroes;6.091;Family;2020;Robert Rodriguez;images\615677.jpg
Spectre;6.533;Action;2015;Sam Mendes;images\206647.jpg
Tom Clancy's Without Remorse;7.029;Adventure;2021;Stefano Sollima;images\567189.jpg
Don Jon;5.991;Romance;2013;Joseph Gordon-Levitt;images\138697.jpg
TÁR;7.164;Drama;2022;Todd Field;images\817758.jpg
Dune;6.198;Action;1984;David Lynch;images\841.jpg
Hellraiser;6.294;Horror;2022;David Bruckner;images\338947.jpg
Journey 2: The Mysterious Island;6.144;Adventure;2012;Brad Peyton;images\72545.jpg
Hanna and the Monsters;6.667;Adventure;2023;Lorena Ares;images\814778.jpg
Tombstone;7.603;Western;1993;George P. Cosmatos;images\11969.jpg
Sinister;6.867;Horror;2012;Scott Derrickson;images\82507.jpg
隐形淫魔之勇擒贵利双柴;7.0;Unknown;2005;Unknown;images\896938.jpg
Descendants 2;7.377;Family;2017;Kenny Ortega;images\417320.jpg
Den of Thieves;6.769;Action;2018;Christian Gudegast;images\449443.jpg
Graphic Desires;1.0;Thriller;2023;Andy Edwards;images\976912.jpg
Amigos hasta la muerte;6.0;Comedy;2023;Javier Veiga;images\1151238.jpg
The Addams Family 2;7.008;Animation;2021;Conrad Vernon;images\639721.jpg
Pan's Labyrinth;7.755;Fantasy;2006;Guillermo del Toro;images\1417.jpg
Huesera: The Bone Woman;5.855;Drama;2023;Michelle Garza Cervera;images\772515.jpg
Mechanic: Resurrection;5.972;Action;2016;Dennis Gansel;images\278924.jpg
Sukhee;0.0;Comedy;2023;Sonal Joshi;images\945337.jpg
Gabriel's Inferno: Part III;8.404;Romance;2020;Tosca Musk;images\761053.jpg
The Grinch;6.828;Animation;2018;Scott Mosier;images\360920.jpg
Hitman: Agent 47;5.829;Action;2015;Aleksander Bach;images\249070.jpg
X-Rated: The Greatest Adult Movies of All Time;6.182;Documentary;2015;Eli Cross;images\324558.jpg
Tetris;7.792;Thriller;2023;Jon S. Baird;images\726759.jpg
Sex and Zen III;6.286;Comedy;1998;Aman Chang;images\123338.jpg
Rush;7.709;Drama;2013;Ron Howard;images\96721.jpg
Pinocchio;7.102;Animation;1940;Ben Sharpsteen;images\10895.jpg
The Art of Racing in the Rain;8.217;Drama;2019;Simon Curtis;images\522924.jpg
The Last Warrior: Root of Evil;6.91;Fantasy;2021;Dmitriy Dyachenko;images\589754.jpg
Pet Sematary: Bloodlines;0.0;Horror;2023;Lindsey Beer;images\830764.jpg
Obscene House: Slave Wife;1.0;Romance;2020;Han Dong-Ho;images\698818.jpg
Purpose of Reunion;5.0;Romance;2015;Jung Dae-man;images\351523.jpg
300: Rise of an Empire;6.093;Action;2014;Noam Murro;images\53182.jpg
My Big Fat Greek Wedding 3;5.538;Comedy;2023;Nia Vardalos;images\1001811.jpg
Saint Seiya: Legend of Crimson Youth;7.618;Action;1988;Shigeyasu Yamauchi;images\66105.jpg
The Unholy;6.67;Horror;2021;Evan Spiliotopoulos;images\632357.jpg
Noah;5.653;Drama;2014;Darren Aronofsky;images\86834.jpg
Secretary;6.795;Comedy;2002;Steven Shainberg;images\11013.jpg
Polite Society;6.557;Action;2023;Nida Manzoor;images\977223.jpg
About My Father;6.258;Comedy;2023;Laura Terruso;images\829051.jpg
Army of Thieves;6.869;Action;2021;Matthias Schweighöfer;images\796499.jpg
Sausage Party;5.735;Adventure;2016;Conrad Vernon;images\223702.jpg
Ghostland;7.353;Horror;2018;Pascal Laugier;images\476299.jpg
The Secret Life of Pets 2;6.968;Adventure;2019;Chris Renaud;images\412117.jpg
Summer in France;5.6;Comedy;2023;Mark de Cloe;images\1096597.jpg
Emancipation;7.904;Drama;2022;Antoine Fuqua;images\715931.jpg
The Medium;7.06;Horror;2021;Banjong Pisanthanakun;images\745881.jpg
Meet Joe Black;7.301;Fantasy;1998;Martin Brest;images\297.jpg
Shazam!;7.033;Action;2019;David F. Sandberg;images\287947.jpg
Reunion Goals: The Beginning;8.2;Comedy;2017;Unknown;images\473924.jpg
Angels & Demons;6.699;Thriller;2009;Ron Howard;images\13448.jpg
Ashes in the Sky;6.929;Drama;2023;Miquel Romans;images\1117782.jpg
Sex Is Zero;6.1;Comedy;2002;JK Youn;images\16318.jpg
Me Time;5.934;Comedy;2022;John Hamburg;images\862551.jpg
Crazy Desire;6.7;Romance;1962;Luciano Salce;images\116236.jpg
Piranha 3D;5.388;Comedy;2010;Alexandre Aja;images\43593.jpg
White House Down;6.446;Action;2013;Roland Emmerich;images\117251.jpg
Star Trek Into Darkness;7.329;Action;2013;J.J. Abrams;images\54138.jpg
Scream 3;6.0;Horror;2000;Wes Craven;images\4234.jpg
CODA;7.969;Drama;2021;Siân Heder;images\776503.jpg
Training Day;7.484;Action;2001;Antoine Fuqua;images\2034.jpg
Now You See Me;7.344;Thriller;2013;Louis Leterrier;images\75656.jpg
Beauty Rope Cosmetology;4.5;Unknown;1983;Katsuhiko Fujii;images\185708.jpg
Dragon Ball Z: Super Android 13!;6.852;Action;1992;Daisuke Nishio;images\39104.jpg
A Tale of Legendary Libido;5.764;Comedy;2008;Shin Han-sol;images\42384.jpg
Rumble in the Bronx;6.816;Crime;1995;Stanley Tong;images\33542.jpg
A Sexy Night on Jeju Island;0.0;Drama;2018;Park Eun-suk;images\517256.jpg
Star Wars: Episode III - Revenge of the Sith;7.4;Adventure;2005;George Lucas;images\1895.jpg
Dead Bride;4.9;Horror;2022;Francesco Picone;images\512198.jpg
Beetlejuice;7.383;Fantasy;1988;Tim Burton;images\4011.jpg
Braveheart;7.932;Action;1995;Mel Gibson;images\197.jpg
My Cousin Sister;3.0;Romance;2019;Yoon Joong-boo;images\505283.jpg
The Roundup;7.2;Action;2022;Lee Sang-yong;images\619803.jpg
Coming to America;6.866;Comedy;1988;John Landis;images\9602.jpg
Strange World;6.43;Animation;2022;Don Hall;images\877269.jpg
The BFG;6.253;Adventure;2016;Steven Spielberg;images\267935.jpg
Psycho;8.4;Horror;1960;Alfred Hitchcock;images\539.jpg
Ant-Man and the Wasp;6.952;Action;2018;Peyton Reed;images\363088.jpg
Captain America: The First Avenger;6.995;Action;2011;Joe Johnston;images\1771.jpg
Vacation Friends;7.127;Comedy;2021;Clay Tarver;images\653349.jpg
He's Just Not That Into You;6.516;Comedy;2009;Ken Kwapis;images\10184.jpg
Bad Boys for Life;7.139;Thriller;2020;Adil El Arbi;images\38700.jpg
La Graine;5.8;Comedy;2023;Eloïse Lang;images\998587.jpg
The Mist;6.899;Horror;2007;Frank Darabont;images\5876.jpg
Trolls;6.7;Family;2016;Mike Mitchell;images\136799.jpg
Matilda;7.152;Comedy;1996;Danny DeVito;images\10830.jpg
Point Break;7.131;Action;1991;Kathryn Bigelow;images\1089.jpg
Good Will Hunting;8.149;Drama;1997;Gus Van Sant;images\489.jpg
Predator 2;6.3;Science Fiction;1990;Stephen Hopkins;images\169.jpg
The Purge: Election Year;6.395;Action;2016;James DeMonaco;images\316727.jpg
Stand by Me Doraemon 2;7.7;Animation;2020;Takashi Yamazaki;images\728754.jpg
Mannequin;6.827;Comedy;1987;Michael Gottlieb;images\10019.jpg
She Devils of the SS;5.0;Drama;1973;Erwin C. Dietrich;images\86493.jpg
The Pale Blue Eye;6.9;Thriller;2022;Scott Cooper;images\800815.jpg
Sully;7.176;Drama;2016;Clint Eastwood;images\363676.jpg
Tulip Fever;6.534;Drama;2017;Justin Chadwick;images\257785.jpg
10 Things I Hate About You;7.581;Comedy;1999;Gil Junger;images\4951.jpg
Oscenità;6.9;Drama;1980;Renato Polselli;images\107406.jpg
Léon: The Professional;8.316;Crime;1994;Luc Besson;images\101.jpg
iNumber Number: Jozi Gold;6.313;Crime;2023;Donovan Marsh;images\1129956.jpg
Eight Legged Freaks;5.764;Action;2002;Ellory Elkayem;images\8869.jpg
Blood & Gold;6.689;Action;2023;Peter Thorwarth;images\1098110.jpg
Money Shot: The Pornhub Story;5.781;Documentary;2023;Suzanne Hillinger;images\1087040.jpg
Emmanuelle 3;4.291;Drama;1977;François Leterrier;images\39412.jpg
Police Academy;6.656;Comedy;1984;Hugh Wilson;images\9336.jpg
Child's Play;6.674;Horror;1988;Tom Holland;images\10585.jpg
Terminator Salvation;6.041;Action;2009;McG;images\534.jpg
The Prestige;8.203;Drama;2006;Christopher Nolan;images\1124.jpg
Insidious: Chapter 2;6.674;Horror;2013;James Wan;images\91586.jpg
Spy Kids: All the Time in the World;4.686;Family;2011;Robert Rodriguez;images\56288.jpg
The Soccer Football Movie;6.054;Animation;2022;Mitch Schauer;images\1037858.jpg
Never Back Down 2: The Beatdown;6.5;Drama;2011;Michael Jai White;images\70006.jpg
New Golden Lotus  I;6.833;Drama;1996;Tam Yui-Ming;images\492101.jpg
Monsters vs Aliens;6.211;Animation;2009;Conrad Vernon;images\15512.jpg
Ancient Chinese Whorehouse;5.5;Comedy;1994;Ivan Lai;images\105812.jpg
Friends with Benefits;6.648;Romance;2011;Will Gluck;images\50544.jpg
